energy_type,postcode,location_name,consumption_level_kwh,provider,product,unit_rate_ct_per_kwh,standing_charge_eur_per_year,signup_bonus,price_guarantee_months,contract_length_months
GAS,26676,Barßel,30000,LogoEnergie,LOGO Gas clever,7.44,214.2,0,12,12 Monate
GAS,26676,Barßel,30000,MAINGAU Energie,MAINGAU-GasKomfort,7.1,180,0,12,12 Monate
GAS,26676,Barßel,30000,MAXENERGY,MAX Basic Gas 12,7.17,257.18,0,12,12 Monate
GAS,26676,Barßel,30000,MITGAS,MEIN ERDGAS relax,8.6,172.55,477,12,12 Monate
GAS,26676,Barßel,30000,MONTANA,Erdgas Basic (12M),7.28,252.9,0,12,12 Monate
GAS,26676,Barßel,30000,MONTANA,Erdgas Garant (12M),8.6,252.9,475.11,12,12 Monate
GAS,26676,Barßel,30000,MONTANA,Erdgas Garant (24M),8.07,252.9,501,24,24 Monate
GAS,26676,Barßel,30000,MONTANA,Erdgas Garant (24M) Biogas10,9.02,252.9,543.84,24,24 Monate
GAS,26676,Barßel,30000,Mainova,Mainova Erdgas Online 12,8.78,175,554.29,12,12 Monate
GAS,26676,Barßel,30000,Mainova,Mainova Erdgas Online 12 Klimaplus,9.13,175,554.29,12,12 Monate
GAS,26676,Barßel,30000,NEW Energie,Blauer Himmel Gas,8.16,245.28,389.11,12,12 Monate
GAS,26676,Barßel,30000,NEW Energie,NEWgas ideal 24,7.8,245.28,311.98,24,24 Monate
GAS,26676,Barßel,30000,NEW Energie,NEWgas online,7.91,245.28,374.27,12,12 Monate
GAS,26676,Barßel,30000,SCHARR WÄRME,SCHARRMANT Erdgas 12,8.28,297.7,320,12,12 Monate
GAS,26676,Barßel,30000,Stadtwerke Augsburg,swa Gas Online,8.22,275.02,296.08,12,12 Monate
GAS,26676,Barßel,30000,Stadtwerke München,M-Erdgas Fix,8.43,347.6,499,12,12 Monate
GAS,26676,Barßel,30000,Stadtwerke Schwerin,meckpommGAS 12,8.4,286.93,350,12,12 Monate
GAS,26676,Barßel,30000,TEAG Thüringer Energie,TEAG.Gas direkt,8.16,289.72,380,12,12 Monate
GAS,26676,Barßel,30000,Vattenfall Sales,Easy12 Gas,7.82,358.8,380,12,12 Monate
GAS,26676,Barßel,30000,Vattenfall Sales,Easy24 Gas,7.96,358.8,395,24,24 Monate
GAS,26676,Barßel,30000,Vattenfall Sales,Natur12 Gas,7.92,358.8,380,12,12 Monate
GAS,26676,Barßel,30000,Vattenfall Sales,Natur24 Gas,8.06,358.8,395,24,24 Monate
GAS,26676,Barßel,30000,Yippie,Comfort Yippie Gas,7.09,252.3,0,12,12 Monate
GAS,26676,Barßel,30000,eins energie in sachsen,einsErdgas Online,7.81,248.04,180,12,12 Monate
GAS,26676,Barßel,30000,enercity,enercity Gas natürlich garantiert,7.96,304.78,298,12,12 Monate
GAS,26676,Barßel,30000,eprimo,eprimo Erdgas PrimaKlima,7.62,343.87,402.21,12,12 Monate
GAS,26676,Barßel,30000,eprimo,eprimo Erdgas PrimaKlima Pur,6.99,323.11,0,12,12 Monate
GAS,26676,Barßel,30000,goldgas,goldgas green12 Gas,8.19,372.04,400,12,12 Monate
GAS,26676,Barßel,30000,goldgas,goldgas sicher12 Basic Gas,7.14,290.12,0,12,12 Monate
GAS,26676,Barßel,30000,goldgas,goldgas sicher12 Gas,7.65,372.04,375,12,12 Monate
GAS,26676,Barßel,30000,goldgas,goldgas sicher24 Gas,7.53,376.15,361.64,24,24 Monate
GAS,26676,Barßel,30000,idealenergie,heim gas premium B,8.16,200.87,497.43,12,12 Monate
GAS,26676,Barßel,30000,team energie,teamgas günstig,7.36,265.8,0,12,12 Monate
GAS,26676,Barßel,35000,Brillant Energie,Brillant Gas Natur 24,7.93,257.18,180,24,24 Monate
GAS,26676,Barßel,35000,ENTEGA,ENTEGA Ökogas eco,8.03,252.42,337,12,12 Monate
GAS,26676,Barßel,35000,ENTEGA,ENTEGA Ökogas fix 24,8.97,120,436,24,24 Monate
GAS,26676,Barßel,35000,Erenja,Erdgas Fix,7.49,247.47,0,12,12 Monate
GAS,26676,Barßel,35000,ExtraEnergie,extraenergie Gas 12 Bonus,9.25,274.56,1018.5,12,12 Monate
GAS,26676,Barßel,35000,ExtraEnergie,extraenergie Gas 24 Bonus,8.89,328.44,825.59,24,24 Monate
GAS,26676,Barßel,35000,Grünwelt Wärmestrom,Gas Bonus 24,9.17,397.62,1052.07,24,24 Monate
GAS,26676,Barßel,35000,Grünwelt Wärmestrom,Gas Classic,7.48,240.83,0,12,12 Monate
GAS,26676,Barßel,35000,Grünwelt Wärmestrom,Gas Easy 12,7.84,724.2,852,12,12 Monate
GAS,26676,Barßel,35000,KlickEnergie,KlickGas,7.92,245.28,190,12,12 Monate
GAS,26676,Barßel,35000,LichtBlick,LichtBlick Gas Komfort 12,7.97,231.29,241.66,12,12 Monate
GAS,26676,Barßel,35000,LogoEnergie,LOGO Gas clever,7.44,214.2,0,12,12 Monate
GAS,26676,Barßel,35000,MAINGAU Energie,MAINGAU-GasKomfort,7.08,180,0,12,12 Monate
GAS,26676,Barßel,35000,MAXENERGY,MAX Basic Gas 12,7.18,276.1,0,12,12 Monate
GAS,26676,Barßel,35000,MAXENERGY,MAX Safety Gas 24,7.31,276.1,0,24,24 Monate
GAS,26676,Barßel,35000,MONTANA,Erdgas Basic (12M),7.28,252.9,0,12,12 Monate
GAS,26676,Barßel,35000,MONTANA,Erdgas Garant (12M),8.62,252.9,565.26,12,12 Monate
GAS,26676,Barßel,35000,MONTANA,Erdgas Garant (24M),8.08,252.9,612.14,24,24 Monate
GAS,26676,Barßel,35000,MONTANA,Erdgas Garant (24M) Biogas10,9.03,252.9,662.12,24,24 Monate
GAS,26676,Barßel,35000,Mainova,Mainova Erdgas Online 12,8.78,175,568.16,12,12 Monate
GAS,26676,Barßel,35000,Mainova,Mainova Erdgas Online 12 Klimaplus,9.13,175,568.16,12,12 Monate
GAS,26676,Barßel,35000,NEW Energie,Blauer Himmel Gas,8.16,245.28,416.04,12,12 Monate
GAS,26676,Barßel,35000,NEW Energie,NEWgas easy 24,7.44,245.28,0,24,24 Monate
GAS,26676,Barßel,35000,NEW Energie,NEWgas ideal 24,7.8,245.28,331.23,24,24 Monate
GAS,26676,Barßel,35000,NEW Energie,NEWgas online,7.91,245.28,397.34,12,12 Monate
GAS,26676,Barßel,35000,Stadtwerke Augsburg,swa Gas Online,8.22,275.02,290.66,12,12 Monate
GAS,26676,Barßel,35000,Stadtwerke München,M-Erdgas Fix,8.43,347.6,550,12,12 Monate
GAS,26676,Barßel,35000,TEAG Thüringer Energie,TEAG.Gas direkt,8.16,289.72,380,12,12 Monate
GAS,26676,Barßel,35000,Vattenfall Sales,Easy12 Gas,7.86,358.8,383,12,12 Monate
GAS,26676,Barßel,35000,Vattenfall Sales,Easy24 Gas,8,358.8,398,24,24 Monate
GAS,26676,Barßel,35000,Vattenfall Sales,Natur12 Gas,7.96,358.8,383,12,12 Monate
GAS,26676,Barßel,35000,Vattenfall Sales,Natur24 Gas,8.1,358.8,398,24,24 Monate
GAS,26676,Barßel,35000,Yippie,Comfort Yippie Gas,7.12,252.3,0,12,12 Monate
GAS,26676,Barßel,35000,eins energie in sachsen,einsErdgas Online,8.03,231.11,180,12,12 Monate
GAS,26676,Barßel,35000,enercity,enercity Gas natürlich garantiert,7.96,304.78,298,12,12 Monate
GAS,26676,Barßel,35000,eprimo,eprimo Erdgas PrimaKlima,7.64,340.96,395.52,12,12 Monate
GAS,26676,Barßel,35000,eprimo,eprimo Erdgas PrimaKlima Pur,6.99,338.28,0,12,12 Monate
GAS,26676,Barßel,35000,goldgas,goldgas green12 Gas,8.19,400.6,400,12,12 Monate
GAS,26676,Barßel,35000,goldgas,goldgas sicher12 Basic Gas,7.14,302.02,0,12,12 Monate
GAS,26676,Barßel,35000,goldgas,goldgas sicher12 Gas,7.65,400.6,375,12,12 Monate
GAS,26676,Barßel,35000,goldgas,goldgas sicher24 Gas,7.51,390.43,365.21,24,24 Monate
GAS,26676,Barßel,35000,idealenergie,heim gas premium B,8.03,200.87,551.68,12,12 Monate
GAS,26676,Barßel,35000,team energie,teamgas günstig,7.36,265.8,0,12,12 Monate
GAS,26676,Barßel,40000,Brillant Energie,Brillant Gas Natur 24,7.93,257.18,180,24,24 Monate
GAS,26676,Barßel,40000,ENTEGA,ENTEGA Ökogas eco,8.03,252.42,338,12,12 Monate
GAS,26676,Barßel,40000,ENTEGA,ENTEGA Ökogas fix 24,8.97,120,448,24,24 Monate
GAS,26676,Barßel,40000,Erenja,Erdgas Fix,7.49,247.47,0,12,12 Monate
GAS,26676,Barßel,40000,ExtraEnergie,extraenergie Gas 12 Bonus,9.21,324.72,1162.53,12,12 Monate
GAS,26676,Barßel,40000,ExtraEnergie,extraenergie Gas 24 Bonus,8.73,334.68,803.6,24,24 Monate
GAS,26676,Barßel,40000,Grünwelt Wärmestrom,Gas Bonus 24,9.17,302.82,1074.62,24,24 Monate
GAS,26676,Barßel,40000,Grünwelt Wärmestrom,Gas Classic,7.22,241.23,0,12,12 Monate
GAS,26676,Barßel,40000,Grünwelt Wärmestrom,Gas Easy 12,7.72,723.35,851,12,12 Monate
GAS,26676,Barßel,40000,KlickEnergie,KlickGas,7.92,245.28,190,12,12 Monate
GAS,26676,Barßel,40000,LichtBlick,LichtBlick Gas 24,8.01,311.3,246.07,24,24 Monate
GAS,26676,Barßel,40000,LichtBlick,LichtBlick Gas Komfort 12,7.97,231.29,273.54,12,12 Monate
GAS,26676,Barßel,40000,LogoEnergie,LOGO Gas clever,7.44,214.2,0,12,12 Monate
GAS,26676,Barßel,40000,MAINGAU Energie,MAINGAU-GasKomfort,7.07,180,0,12,12 Monate
GAS,26676,Barßel,40000,MAXENERGY,MAX Basic Gas 12,7.18,276.1,0,12,12 Monate
GAS,26676,Barßel,40000,MAXENERGY,MAX Safety Gas 24,7.31,276.1,0,24,24 Monate
GAS,26676,Barßel,40000,MONTANA,Erdgas Basic (12M),7.28,252.9,0,12,12 Monate
GAS,26676,Barßel,40000,MONTANA,Erdgas Garant (12M),8.58,252.9,627.73,12,12 Monate
GAS,26676,Barßel,40000,MONTANA,Erdgas Garant (24M),8.04,252.9,670.6,24,24 Monate
GAS,26676,Barßel,40000,MONTANA,Erdgas Garant (24M) Biogas10,9,252.9,727.72,24,24 Monate
GAS,26676,Barßel,40000,Mainova,Mainova Erdgas Online 12,8.78,175,700.1,12,12 Monate
GAS,26676,Barßel,40000,Mainova,Mainova Erdgas Online 12 Klimaplus,9.13,175,700.1,12,12 Monate
GAS,26676,Barßel,40000,NEW Energie,Blauer Himmel Gas,8.16,245.28,438.61,12,12 Monate
GAS,26676,Barßel,40000,NEW Energie,NEWgas easy 24,7.44,245.28,0,24,24 Monate
GAS,26676,Barßel,40000,NEW Energie,NEWgas ideal 24,7.8,245.28,335.79,24,24 Monate
GAS,26676,Barßel,40000,NEW Energie,NEWgas online,7.91,245.28,445.93,12,12 Monate
GAS,26676,Barßel,40000,Stadtwerke München,M-Erdgas Fix,8.43,347.6,600,12,12 Monate
GAS,26676,Barßel,40000,TEAG Thüringer Energie,TEAG.Gas direkt,8.16,289.72,380,12,12 Monate
GAS,26676,Barßel,40000,Vattenfall Sales,Easy12 Gas,7.86,358.8,385,12,12 Monate
GAS,26676,Barßel,40000,Vattenfall Sales,Easy24 Gas,8,358.8,400,24,24 Monate
GAS,26676,Barßel,40000,Vattenfall Sales,Natur12 Gas,7.96,358.8,385,12,12 Monate
GAS,26676,Barßel,40000,Vattenfall Sales,Natur24 Gas,8.1,358.8,400,24,24 Monate
GAS,26676,Barßel,40000,Yippie,Comfort Yippie Gas,7.13,252.3,0,12,12 Monate
GAS,26676,Barßel,40000,eins energie in sachsen,einsErdgas Online,8.03,231.11,180,12,12 Monate
GAS,26676,Barßel,40000,enercity,enercity Gas natürlich garantiert,7.96,304.78,298,12,12 Monate
GAS,26676,Barßel,40000,eprimo,eprimo Erdgas PrimaKlima,7.71,315.49,425,12,12 Monate
GAS,26676,Barßel,40000,eprimo,eprimo Erdgas PrimaKlima Pur,6.98,352.44,0,12,12 Monate
GAS,26676,Barßel,40000,goldgas,goldgas sicher12 Basic Gas,7.14,315.11,0,12,12 Monate
GAS,26676,Barßel,40000,goldgas,goldgas sicher12 Gas,7.77,405.36,375,12,12 Monate
GAS,26676,Barßel,40000,goldgas,goldgas sicher24 Gas,7.65,364.25,400,24,24 Monate
GAS,26676,Barßel,40000,idealenergie,heim gas premium B,7.71,200.87,492.43,12,12 Monate
GAS,26676,Barßel,40000,team energie,teamgas günstig,7.36,265.8,0,12,12 Monate
GAS,26676,Barßel,45000,Brillant Energie,Brillant Gas Natur 24,7.93,257.18,180,24,24 Monate
GAS,26676,Barßel,45000,ENTEGA,ENTEGA Ökogas eco,8.03,252.42,338,12,12 Monate
GAS,26676,Barßel,45000,Erenja,Erdgas Fix,7.49,247.47,0,12,12 Monate
GAS,26676,Barßel,45000,ExtraEnergie,extraenergie Gas 12 Bonus,9.18,337.2,1295.78,12,12 Monate
GAS,26676,Barßel,45000,ExtraEnergie,extraenergie Gas 24 Bonus,8.73,343.44,1025.27,24,24 Monate
GAS,26676,Barßel,45000,Grünwelt Wärmestrom,Gas Bonus 12,8.93,282.18,650.1,12,12 Monate
GAS,26676,Barßel,45000,Grünwelt Wärmestrom,Gas Bonus 24,9.17,290.79,1097.59,24,24 Monate
GAS,26676,Barßel,45000,Grünwelt Wärmestrom,Gas Classic,7.22,242.23,0,12,12 Monate
GAS,26676,Barßel,45000,Grünwelt Wärmestrom,Gas Easy 12,7.81,723.35,851,12,12 Monate
GAS,26676,Barßel,45000,KlickEnergie,KlickGas,7.92,245.28,190,12,12 Monate
GAS,26676,Barßel,45000,LichtBlick,LichtBlick Gas 24,8.01,311.3,274.11,24,24 Monate
GAS,26676,Barßel,45000,LichtBlick,LichtBlick Gas Komfort 12,7.97,231.29,305.42,12,12 Monate
GAS,26676,Barßel,45000,LogoEnergie,LOGO Gas clever,7.44,214.2,0,12,12 Monate
GAS,26676,Barßel,45000,MAINGAU Energie,MAINGAU-GasKomfort,7.06,180,0,12,12 Monate
GAS,26676,Barßel,45000,MAXENERGY,MAX Basic Gas 12,7.18,276.1,0,12,12 Monate
GAS,26676,Barßel,45000,MAXENERGY,MAX Safety Gas 24,7.31,276.1,0,24,24 Monate
GAS,26676,Barßel,45000,MONTANA,Erdgas Basic (12M),7.28,252.9,0,12,12 Monate
GAS,26676,Barßel,45000,MONTANA,Erdgas Garant (12M),8.53,252.9,688.87,12,12 Monate
GAS,26676,Barßel,45000,MONTANA,Erdgas Garant (24M),8.01,252.9,728.52,24,24 Monate
GAS,26676,Barßel,45000,MONTANA,Erdgas Garant (24M) Biogas10,8.96,252.9,792.78,24,24 Monate
GAS,26676,Barßel,45000,Mainova,Mainova Erdgas Online 12,8.78,175,700.1,12,12 Monate
GAS,26676,Barßel,45000,Mainova,Mainova Erdgas Online 12 Klimaplus,9.13,175,700.1,12,12 Monate
GAS,26676,Barßel,45000,NEW Energie,Blauer Himmel Gas,8.16,245.28,426.47,12,12 Monate
GAS,26676,Barßel,45000,NEW Energie,NEWgas easy 24,7.44,245.28,0,24,24 Monate
GAS,26676,Barßel,45000,NEW Energie,NEWgas ideal 24,7.8,245.28,332.89,24,24 Monate
GAS,26676,Barßel,45000,NEW Energie,NEWgas online,7.91,245.28,418.15,12,12 Monate
GAS,26676,Barßel,45000,Ruck Zuck Energie,RUCK ZUCK BASIS,7.56,261.8,0,12,12 Monate
GAS,26676,Barßel,45000,Stadtwerke München,M-Erdgas Fix,8.43,347.6,600,12,12 Monate
GAS,26676,Barßel,45000,TEAG Thüringer Energie,TEAG.Gas direkt,8.16,289.72,380,12,12 Monate
GAS,26676,Barßel,45000,Vattenfall Sales,Easy12 Gas,7.86,382.8,390,12,12 Monate
GAS,26676,Barßel,45000,Vattenfall Sales,Easy24 Gas,7.94,382.8,390,24,24 Monate
GAS,26676,Barßel,45000,Vattenfall Sales,Natur12 Gas,7.96,382.8,390,12,12 Monate
GAS,26676,Barßel,45000,Vattenfall Sales,Natur24 Gas,8.04,382.8,390,24,24 Monate
GAS,26676,Barßel,45000,Yippie,Comfort Yippie Gas,7.14,252.3,0,12,12 Monate
GAS,26676,Barßel,45000,enercity,enercity Gas natürlich garantiert,7.96,304.78,298,12,12 Monate
GAS,26676,Barßel,45000,eprimo,eprimo Erdgas PrimaKlima,7.78,282.89,394.74,12,12 Monate
GAS,26676,Barßel,45000,eprimo,eprimo Erdgas PrimaKlima Pur,6.98,368.63,0,12,12 Monate
GAS,26676,Barßel,45000,goldgas,goldgas sicher12 Basic Gas,7.14,327.01,0,12,12 Monate
GAS,26676,Barßel,45000,goldgas,goldgas sicher12 Gas,7.77,430.35,375,12,12 Monate
GAS,26676,Barßel,45000,goldgas,goldgas sicher24 Gas,7.65,384.48,400,24,24 Monate
GAS,26676,Barßel,45000,idealenergie,heim gas premium B,7.82,200.87,558.06,12,12 Monate
GAS,26676,Barßel,45000,team energie,teamgas günstig,7.36,265.8,0,12,12 Monate
GAS,37586,Dassel,1000,E WIE EINFACH,EinPreisTarif24,18.88,0,0,24,24 Monate
GAS,37586,Dassel,1000,E WIE EINFACH,EinfachGünstig Gas,10.13,140.4,66.94,12,12 Monate
GAS,37586,Dassel,1000,E WIE EINFACH,MeinSmartTarif Gas,10.13,140.4,95.24,24,24 Monate
GAS,37586,Dassel,1000,ENTEGA,ENTEGA Ökogas fix 24,8.98,120,0,24,24 Monate
GAS,37586,Dassel,1000,EnBW,Komfortabel und Sicher Privatgas,9.85,137.55,35,18,12 Monate
GAS,37586,Dassel,1000,Erenja,Erdgas Fix,10.27,62.69,0,12,12 Monate
GAS,37586,Dassel,1000,Gut & Grün,Gut & Grün,12.57,53.04,0,12,12 Monate
GAS,37586,Dassel,1000,KlickEnergie,KlickGas,11.38,77.27,0,12,12 Monate
GAS,37586,Dassel,1000,KlickEnergie,Klickgas12 plus,11.38,77.27,0,12,12 Monate
GAS,37586,Dassel,1000,KlickEnergie,Klickgas24 plus,11.09,77.27,0,24,24 Monate
GAS,37586,Dassel,1000,LichtBlick,LichtBlick Gas 12,9.25,135.76,18.26,12,12 Monate
GAS,37586,Dassel,1000,LichtBlick,LichtBlick Gas Komfort 12,8.84,103.63,15.36,12,12 Monate
GAS,37586,Dassel,1000,MAXENERGY,MAX Basic Gas 12,8.28,112.97,0,12,12 Monate
GAS,37586,Dassel,1000,MAXENERGY,MAX Safety Gas 24,9.11,112.97,0,24,24 Monate
GAS,37586,Dassel,1000,NEW Energie,Blauer Himmel Gas,11.28,67.83,0,12,12 Monate
GAS,37586,Dassel,1000,NEW Energie,NEWgas easy 12,12.26,62.56,0,12,12 Monate
GAS,37586,Dassel,1000,NEW Energie,NEWgas easy 24,11.97,62.56,0,24,24 Monate
GAS,37586,Dassel,1000,NEW Energie,NEWgas ideal 24,11.97,62.56,0,24,24 Monate
GAS,37586,Dassel,1000,NEW Energie,NEWgas online,11.03,67.83,0,12,12 Monate
GAS,37586,Dassel,1000,R(H)EINPOWER,R(H)EINPOWER MeinGas 12,11.21,110.75,50,12,12 Monate
GAS,37586,Dassel,1000,R(H)EINPOWER,R(H)EINPOWER MeinGas 12 Natur,11.29,110.75,50,12,12 Monate
GAS,37586,Dassel,1000,R(H)EINPOWER,R(H)EINPOWER MeinGas 24,11.31,110.75,50,24,24 Monate
GAS,37586,Dassel,1000,R(H)EINPOWER,R(H)EINPOWER MeinGas 24 Natur,11.39,110.75,50,24,24 Monate
GAS,37586,Dassel,1000,Raiffeisen Energie,RGas 12,10.85,77.09,0,12,12 Monate
GAS,37586,Dassel,1000,Stadtwerke Augsburg,swa Gas Online,10.96,92.31,0,12,12 Monate
GAS,37586,Dassel,1000,Stadtwerke Flensburg,Flensburg eXzellent,10.36,74.46,0,12,12 Monate
GAS,37586,Dassel,1000,Stadtwerke Leipzig,L-Gas.pur 24,9.03,152.31,36.14,24,24 Monate
GAS,37586,Dassel,1000,TEAG Thüringer Energie,TEAG.Gas direkt,9.35,101.7,33,12,12 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Bio12 Gas 15,9.66,166.8,89,12,12 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Bio12 Gas 65,11.3,166.8,89,12,12 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Bio24 Gas 15,9.82,166.8,89,24,24 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Bio24 Gas 65,11.46,166.8,89,24,24 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Easy12 Gas,9.14,166.8,89,12,12 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Easy12 Gas Standard,7.96,94.8,0,12,12 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Easy24 Gas,9.36,166.8,89,24,24 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Natur12 Gas,9.24,166.8,89,12,12 Monate
GAS,37586,Dassel,1000,Vattenfall Sales,Natur24 Gas,9.46,166.8,89,24,24 Monate
GAS,37586,Dassel,1000,Yello Strom,Mein Yello Gas Basic,9.41,157.88,42.84,12,12 Monate
GAS,37586,Dassel,1000,eins energie in sachsen,einsErdgas Online,9.31,109.55,7.73,12,12 Monate
GAS,37586,Dassel,1000,enercity,enercity Gas natürlich garantiert,8.82,177.89,101,12,12 Monate
GAS,37586,Dassel,1000,team energie,teamgas flexibel,10.7,105.6,0,6,6 Monate
GAS,37586,Dassel,1000,team energie,teamgas günstig,10.22,93.72,0,12,12 Monate
GAS,37586,Dassel,1000,team energie,teamgas günstig 24,11.19,88.92,0,24,24 Monate
GAS,37586,Dassel,2000,Brillant Energie,Brillant Gas Natur 24,9.4,160.58,51.93,24,24 Monate
GAS,37586,Dassel,2000,E WIE EINFACH,EinfachGünstig Gas,10.13,140.4,82.13,12,12 Monate
GAS,37586,Dassel,2000,E WIE EINFACH,MeinSmartTarif Gas,10.13,140.4,95.24,24,24 Monate
GAS,37586,Dassel,2000,ENTEGA,ENTEGA Ökogas eco,8.9,125.53,0,12,12 Monate
GAS,37586,Dassel,2000,ENTEGA,ENTEGA Ökogas fix 24,8.98,120,0,24,24 Monate
GAS,37586,Dassel,2000,EnBW,Komfortabel und Sicher Privatgas,9.85,137.55,39,18,12 Monate
GAS,37586,Dassel,2000,Erenja,Erdgas Fix,8.77,77.54,0,12,12 Monate
GAS,37586,Dassel,2000,Gut & Grün,Gut & Grün,10.72,67.75,0,12,12 Monate
GAS,37586,Dassel,2000,KlickEnergie,Klickgas24 plus,11.09,77.27,0,24,24 Monate
GAS,37586,Dassel,2000,Leu Energie,Leu Erdgas Ideal 12,11.28,70.13,0,12,12 Monate
GAS,37586,Dassel,2000,Leu Energie,Leu Erdgas Ideal 12 klimafreundlich,11.64,70.13,0,12,12 Monate
GAS,37586,Dassel,2000,LichtBlick,LichtBlick Gas 12,9.25,135.76,25.66,12,12 Monate
GAS,37586,Dassel,2000,LichtBlick,LichtBlick Gas Komfort 12,8.84,103.63,22.43,12,12 Monate
GAS,37586,Dassel,2000,MAXENERGY,MAX Basic Gas 12,8.28,112.97,0,12,12 Monate
GAS,37586,Dassel,2000,MAXENERGY,MAX Safety Gas 24,9.11,112.97,0,24,24 Monate
GAS,37586,Dassel,2000,NEW Energie,Blauer Himmel Gas,11.28,67.83,0,12,12 Monate
GAS,37586,Dassel,2000,NEW Energie,NEWgas easy 12,10.78,77.27,0,12,12 Monate
GAS,37586,Dassel,2000,NEW Energie,NEWgas easy 24,10.5,77.27,0,24,24 Monate
GAS,37586,Dassel,2000,NEW Energie,NEWgas ideal 24,10.5,77.27,0,24,24 Monate
GAS,37586,Dassel,2000,NEW Energie,NEWgas online,11.03,67.83,0,12,12 Monate
GAS,37586,Dassel,2000,R(H)EINPOWER,R(H)EINPOWER MeinGas 12,9.75,125.46,50,12,12 Monate
GAS,37586,Dassel,2000,R(H)EINPOWER,R(H)EINPOWER MeinGas 12 Natur,9.83,125.46,50,12,12 Monate
GAS,37586,Dassel,2000,R(H)EINPOWER,R(H)EINPOWER MeinGas 24,9.84,125.46,50,24,24 Monate
GAS,37586,Dassel,2000,R(H)EINPOWER,R(H)EINPOWER MeinGas 24 Natur,9.92,125.46,50,24,24 Monate
GAS,37586,Dassel,2000,Raiffeisen Energie,RGas 12,9.37,91.8,0,12,12 Monate
GAS,37586,Dassel,2000,Stadtwerke Augsburg,swa Gas Online,9.49,107.02,0,12,12 Monate
GAS,37586,Dassel,2000,Stadtwerke Flensburg,Flensburg eXzellent,8.89,89.17,0,12,12 Monate
GAS,37586,Dassel,2000,Stadtwerke Leipzig,L-Gas.pur 24,9.03,152.31,49.6,24,24 Monate
GAS,37586,Dassel,2000,TEAG Thüringer Energie,TEAG.Gas direkt,9.35,101.7,33,12,12 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Bio12 Gas 15,9.66,166.8,100,12,12 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Bio12 Gas 65,11.3,166.8,100,12,12 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Bio24 Gas 15,9.82,166.8,100,24,24 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Bio24 Gas 65,11.46,166.8,100,24,24 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Easy12 Gas,9.14,166.8,100,12,12 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Easy12 Gas Standard,7.96,94.8,0,12,12 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Easy24 Gas,9.36,166.8,110,24,24 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Natur12 Gas,9.24,166.8,100,12,12 Monate
GAS,37586,Dassel,2000,Vattenfall Sales,Natur24 Gas,9.46,166.8,110,24,24 Monate
GAS,37586,Dassel,2000,Yello Strom,Mein Yello Gas Basic,9.41,157.88,58.83,12,12 Monate
GAS,37586,Dassel,2000,eins energie in sachsen,einsErdgas Online,9.31,109.55,8.61,12,12 Monate
GAS,37586,Dassel,2000,enercity,enercity Gas natürlich garantiert,8.82,177.89,101,12,12 Monate
GAS,37586,Dassel,2000,team energie,teamgas günstig,8.75,108.48,0,12,12 Monate
GAS,37586,Dassel,2000,team energie,teamgas günstig 24,9.71,103.68,0,24,24 Monate
GAS,37586,Dassel,3000,Brillant Energie,Brillant Gas Natur 24,9.4,160.57,65.93,24,24 Monate
GAS,37586,Dassel,3000,E WIE EINFACH,EinPreisTarif24,13.28,0,0,24,24 Monate
GAS,37586,Dassel,3000,E WIE EINFACH,EinfachGünstig Gas,9.83,140.4,93.28,12,12 Monate
GAS,37586,Dassel,3000,E WIE EINFACH,MeinSmartTarif Gas,9.83,140.4,102.55,24,24 Monate
GAS,37586,Dassel,3000,ENTEGA,ENTEGA Ökogas eco,8.9,125.53,0,12,12 Monate
GAS,37586,Dassel,3000,ENTEGA,ENTEGA Ökogas fix 24,8.98,120,0,24,24 Monate
GAS,37586,Dassel,3000,EnBW,Komfortabel und Sicher Privatgas,9.85,137.55,48,18,12 Monate
GAS,37586,Dassel,3000,Erenja,Erdgas Fix,8.77,77.54,0,12,12 Monate
GAS,37586,Dassel,3000,Gut & Grün,Gut & Grün,10.03,67.75,0,12,12 Monate
GAS,37586,Dassel,3000,LichtBlick,LichtBlick Gas 12,9.25,135.76,33.06,12,12 Monate
GAS,37586,Dassel,3000,LichtBlick,LichtBlick Gas Komfort 12,8.84,103.63,29.51,12,12 Monate
GAS,37586,Dassel,3000,LogoEnergie,LOGO Gas clever,8.87,85.68,0,12,12 Monate
GAS,37586,Dassel,3000,LogoEnergie,LOGO Gas clever öko,9.52,85.68,0,12,12 Monate
GAS,37586,Dassel,3000,Lünestrom,Ökogas fix,9.05,101.07,0,12,12 Monate
